Unnamed: 0,type,release_year,rating,title,cluster,duration_numeric,year,month,day,country_0,country_1,country_2,country_3,country_4,country_5,country_6,country_7,country_8,country_9,listed_in_0,listed_in_1,listed_in_2,listed_in_3,listed_in_4,listed_in_5,listed_in_6,listed_in_7,listed_in_8,listed_in_9
73.0,0.0,0.8235294117647101,0.23076923076923078,King of Boys,1.0,0.7182539682539683,2021.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
74.0,1.0,1.0,0.4615384615384616,The World's Most Amazing Vacation Rentals,0.0,0.003968253968253968,2021.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
75.0,0.0,1.0,0.23076923076923078,You vs. Wild: Out Cold,1.0,0.41666666666666663,2021.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
76.0,1.0,0.529411764705884,0.38461538461538464,Yowamushi Pedal,0.0,0.0,2021.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
77.0,0.0,1.0,0.31485954318718823,Little Singham - Black Shadow,0.0,0.1865079365079365,2021.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
78.0,0.0,0.9411764705882462,0.38461538461538464,Tughlaq Durbar,1.0,0.5714285714285714,2021.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
79.0,0.0,1.0,0.38461538461538464,Tughlaq Durbar (Telugu),1.0,0.5714285714285714,2021.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
80.0,0.0,1.0,0.31485954318718823,Firedrake the Silver Dragon,1.0,0.36507936507936506,2021.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
81.0,0.0,1.0,0.15384615384615385,Kate,1.0,0.41666666666666663,2021.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
82.0,1.0,1.0,0.38461538461538464,Lucifer,0.0,0.01984126984126984,2021.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
83.0,1.0,1.0,0.23076923076923078,Metal Shop Masters,0.0,0.0,2021.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
